gene_id	protein_id	reference_accession	gene_symbol	identity(%)	coverage(%)	bit_score	evalue
LOC135195049	XP_064077459.1	NP_001018081.3	AAAS	28.12	6.00	-	-
LOC135195050	XP_064077460.1	NP_000001.3	A1BG	35.00	4.00	-	-
LOC135195049	XP_064077461.1	NP_001018081.3	AAAS	28.12	6.00	-	-
LOC135195049	XP_064077462.1	NP_001018081.3	AAAS	28.12	6.00	-	-
LOC135195049	XP_064077463.1	NP_001018081.3	AAAS	27.27	6.00	-	-
LOC135195049	XP_064077464.1	NP_001018081.3	AAAS	27.27	6.00	-	-
LOC135195049	XP_064077465.1	NP_001018081.3	AAAS	27.27	6.00	-	-
LOC135195051	XP_064077466.1	NP_000002.2	A2M	45.45	3.00	-	-
LOC135195052	XP_064077467.1	NP_000014.2	AAK1	80.00	1.00	-	-
LOC135195053	XP_064077468.1	NP_000002.2	A2M	55.56	3.00	-	-
LOC135195055	XP_064077469.1	NP_000002.2	A2M	46.15	4.00	-	-
LOC135195055	XP_064077470.1	NP_000002.2	A2M	46.15	4.00	-	-
LOC135195056	XP_064077471.1	NP_000001.3	A1BG	33.33	12.00	-	-
LOC135195038	XP_064077472.1	NP_001018081.3	AAAS	36.67	6.00	-	-
LOC135195056	XP_064077473.1	NP_000001.3	A1BG	33.33	12.00	-	-
LOC135195056	XP_064077474.1	NP_000001.3	A1BG	33.33	12.00	-	-
LOC135195057	XP_064077475.1	NP_000002.2	A2M	46.15	16.00	-	-
LOC135195057	XP_064077476.1	NP_000002.2	A2M	46.15	16.00	-	-
LOC135195057	XP_064077477.1	NP_000002.2	A2M	46.15	16.00	-	-
LOC135195057	XP_064077478.1	NP_000002.2	A2M	46.15	16.00	-	-
LOC135195057	XP_064077479.1	NP_000002.2	A2M	46.15	16.00	-	-
LOC135195057	XP_064077480.1	NP_000002.2	A2M	54.55	18.00	-	-
LOC135195058	XP_064077481.1	NP_000002.2	A2M	30.00	24.00	-	-
LOC135195058	XP_064077482.1	NP_000002.2	A2M	30.00	24.00	-	-
LOC135195058	XP_064077483.1	NP_000002.2	A2M	30.00	24.00	-	-
LOC135195058	XP_064077484.1	NP_000005.2	A2MP1	41.18	21.00	-	-
LOC135195060	XP_064077485.1	NP_000002.2	A2M	39.39	5.00	-	-
LOC135195059	XP_064077486.1	NP_000005.2	A2MP1	55.56	10.00	-	-
LOC135195060	XP_064077487.1	NP_000001.3	A1BG	46.67	5.00	-	-
LOC135195060	XP_064077488.1	NP_000001.3	A1BG	46.67	5.00	-	-
LOC135195061	XP_064077489.1	NP_000014.2	AAK1	37.50	8.00	-	-
LOC135195062	XP_064077490.1	NP_000002.2	A2M	24.07	14.00	-	-
LOC135195063	XP_064077491.1	NP_000002.2	A2M	41.67	3.00	-	-
LOC135195063	XP_064077492.1	NP_000002.2	A2M	41.67	3.00	-	-
LOC135195063	XP_064077493.1	NP_000002.2	A2M	41.67	3.00	-	-
LOC135195064	XP_064077494.1	NP_000014.2	AAK1	26.47	16.00	-	-
LOC135195064	XP_064077495.1	NP_000014.2	AAK1	26.47	16.00	-	-
LOC135195066	XP_064077496.1	NP_000005.2	A2MP1	42.86	19.00	-	-
LOC135195067	XP_064077497.1	NP_000014.2	AAK1	25.58	13.00	-	-
LOC135195067	XP_064077498.1	NP_000014.2	AAK1	25.58	13.00	-	-
LOC135195065	XP_064077499.1	NP_001018081.3	AAAS	71.43	1.00	-	-
LOC135195068	XP_064077500.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195068	XP_064077501.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195068	XP_064077502.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195068	XP_064077503.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195068	XP_064077504.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195068	XP_064077505.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195068	XP_064077506.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195068	XP_064077507.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195068	XP_064077508.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195065	XP_064077509.1	NP_001018081.3	AAAS	71.43	1.00	-	-
LOC135195068	XP_064077510.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195068	XP_064077511.1	NP_000001.3	A1BG	30.00	7.00	-	-
LOC135195068	XP_064077512.1	NP_000001.3	A1BG	30.00	7.00	-	-
LOC135195068	XP_064077513.1	NP_000001.3	A1BG	30.00	6.00	-	-
LOC135195069	XP_064077514.1	NP_000001.3	A1BG	30.00	5.00	-	-
LOC135195070	XP_064077515.1	NP_000001.3	A1BG	45.83	6.00	-	-
LOC135195072	XP_064077516.1	NP_000014.2	AAK1	29.17	2.00	-	-
LOC135195075	XP_064077517.1	NP_000005.2	A2MP1	57.14	5.00	-	-
LOC135195076	XP_064077518.1	NP_000014.2	AAK1	28.38	11.00	-	-
LOC135195077	XP_064077519.1	NP_000001.3	A1BG	36.36	8.00	-	-
LOC135195074	XP_064077520.1	NP_000005.2	A2MP1	55.56	3.00	-	-
LOC135195078	XP_064077521.1	NP_000001.3	A1BG	24.00	11.00	-	-
LOC135195080	XP_064077523.1	NP_000014.2	AAK1	28.81	33.00	-	-
LOC135195080	XP_064077524.1	NP_000014.2	AAK1	28.81	33.00	-	-
LOC135195080	XP_064077525.1	NP_000014.2	AAK1	28.81	33.00	-	-
LOC135195080	XP_064077526.1	NP_000014.2	AAK1	28.81	33.00	-	-
LOC135195080	XP_064077527.1	NP_000014.2	AAK1	28.81	33.00	-	-
LOC135195081	XP_064077528.1	NP_000002.2	A2M	41.67	3.00	-	-
LOC135195081	XP_064077529.1	NP_000002.2	A2M	41.67	3.00	-	-
LOC135195081	XP_064077530.1	NP_000005.2	A2MP1	40.00	3.00	-	-
LOC135195083	XP_064077531.1	NP_000005.2	A2MP1	33.33	10.00	-	-
LOC135195084	XP_064077532.1	NP_001018081.3	AAAS	28.57	9.00	-	-
LOC135195082	XP_064077533.1	NP_000001.3	A1BG	29.41	11.00	-	-
LOC135195085	XP_064077534.1	NP_000001.3	A1BG	53.33	10.00	-	-
LOC135195086	XP_064077535.1	NP_001018081.3	AAAS	83.33	1.00	-	-
LOC135195087	XP_064077536.1	NP_000014.2	AAK1	35.00	14.00	-	-
LOC135195087	XP_064077537.1	NP_001018081.3	AAAS	40.00	20.00	-	-
LOC135195091	XP_064077539.1	NP_000001.3	A1BG	35.00	14.00	-	-
LOC135195091	XP_064077540.1	NP_000001.3	A1BG	35.00	14.00	-	-
LOC135195092	XP_064077541.1	NP_000014.2	AAK1	66.67	3.00	-	-
LOC135195092	XP_064077542.1	NP_000014.2	AAK1	66.67	3.00	-	-
LOC135195093	XP_064077543.1	NP_000014.2	AAK1	66.67	30.00	-	-
LOC135195095	XP_064077544.1	NP_000005.2	A2MP1	50.00	7.00	-	-
LOC135195097	XP_064077545.1	NP_000014.2	AAK1	42.86	4.00	-	-
LOC135195094	XP_064077546.1	NP_001018081.3	AAAS	44.44	20.00	-	-
LOC135195099	XP_064077547.1	NP_000014.2	AAK1	41.18	5.00	-	-
LOC135195100	XP_064077548.1	NP_000001.3	A1BG	50.00	3.00	-	-
LOC135195100	XP_064077549.1	NP_000001.3	A1BG	50.00	3.00	-	-
LOC135195100	XP_064077550.1	NP_000001.3	A1BG	50.00	3.00	-	-
LOC135195100	XP_064077551.1	NP_000001.3	A1BG	44.44	3.00	-	-
LOC135195101	XP_064077552.1	NP_000005.2	A2MP1	60.00	4.00	-	-
LOC135195101	XP_064077553.1	NP_000014.2	AAK1	75.00	2.00	-	-
LOC135195104	XP_064077554.1	NP_000014.2	AAK1	39.29	6.00	-	-
LOC135195104	XP_064077555.1	NP_000014.2	AAK1	39.29	6.00	-	-
LOC135195104	XP_064077556.1	NP_000014.2	AAK1	39.29	5.00	-	-
LOC135195104	XP_064077557.1	NP_000014.2	AAK1	39.29	6.00	-	-
LOC135195104	XP_064077558.1	NP_000014.2	AAK1	39.29	10.00	-	-
LOC135195103	XP_064077559.1	NP_000014.2	AAK1	42.86	1.00	-	-
LOC135195160	XP_064077560.1	NP_000002.2	A2M	40.00	6.00	-	-
LOC135195160	XP_064077561.1	NP_000002.2	A2M	40.00	6.00	-	-
LOC135195160	XP_064077562.1	NP_000002.2	A2M	40.00	7.00	-	-
LOC135195196	XP_064077563.1	NP_000001.3	A1BG	35.00	7.00	-	-
LOC135195212	XP_064077564.1	NP_000014.2	AAK1	25.53	16.00	-	-
LOC135195226	XP_064077565.1	NP_000001.3	A1BG	36.84	16.00	-	-
LOC135195228	XP_064077566.1	NP_000002.2	A2M	23.64	24.00	-	-
LOC135195229	XP_064077567.1	NP_000005.2	A2MP1	33.33	16.00	-	-
LOC135195230	XP_064077568.1	NP_000002.2	A2M	23.64	21.00	-	-
LOC135195227	XP_064077569.1	NP_001018081.3	AAAS	29.41	2.00	-	-
LOC135195231	XP_064077570.1	NP_000002.2	A2M	22.92	25.00	-	-
LOC135195233	XP_064077571.1	NP_001018081.3	AAAS	37.04	11.00	-	-
LOC135195234	XP_064077572.1	NP_000005.2	A2MP1	55.56	13.00	-	-
LOC135195236	XP_064077573.1	NP_000001.3	A1BG	44.44	2.00	-	-
LOC135195240	XP_064077574.1	NP_000014.2	AAK1	66.67	9.00	-	-
LOC135195241	XP_064077575.1	NP_000002.2	A2M	45.45	4.00	-	-
LOC135195238	XP_064077576.1	NP_000002.2	A2M	39.13	5.00	-	-
LOC135195242	XP_064077577.1	NP_000002.2	A2M	29.03	21.00	-	-
LOC135195243	XP_064077578.1	NP_000002.2	A2M	34.78	8.00	-	-
LOC135195244	XP_064077579.1	NP_000002.2	A2M	34.78	9.00	-	-
LOC135195245	XP_064077580.1	NP_001018081.3	AAAS	83.33	8.00	-	-
LOC135195247	XP_064077581.1	NP_000002.2	A2M	38.46	10.00	-	-
LOC135195248	XP_064077582.1	NP_000001.3	A1BG	41.38	12.00	-	-
LOC135195251	XP_064077583.1	NP_001018081.3	AAAS	30.00	8.00	-	-
LOC135195252	XP_064077584.1	NP_001018081.3	AAAS	50.00	5.00	-	-
LOC135195253	XP_064077585.1	NP_000002.2	A2M	40.00	6.00	-	-
LOC135195254	XP_064077586.1	NP_000001.3	A1BG	24.39	22.00	-	-
LOC135195256	XP_064077587.1	NP_000014.2	AAK1	38.89	8.00	-	-
LOC135195258	XP_064077588.1	NP_000014.2	AAK1	27.59	11.00	-	-
LOC135195259	XP_064077589.1	NP_000014.2	AAK1	24.14	18.00	-	-
LOC135195261	XP_064077590.1	NP_000005.2	A2MP1	27.59	4.00	-	-
LOC135195262	XP_064077591.1	NP_000001.3	A1BG	66.67	7.00	-	-
LOC135195263	XP_064077592.1	NP_000014.2	AAK1	36.36	10.00	-	-
LOC135195260	XP_064077593.1	NP_000001.3	A1BG	60.00	7.00	-	-
LOC135195264	XP_064077594.1	NP_001018081.3	AAAS	28.00	19.00	-	-
LOC135195265	XP_064077595.1	NP_000005.2	A2MP1	31.58	12.00	-	-
LOC135195266	XP_064077596.1	NP_000001.3	A1BG	100.00	2.00	-	-
LOC135195267	XP_064077597.1	NP_000001.3	A1BG	60.00	6.00	-	-
LOC135195268	XP_064077598.1	NP_000014.2	AAK1	41.67	5.00	-	-
LOC135195270	XP_064077599.1	NP_000001.3	A1BG	54.55	24.00	-	-
LOC135195271	XP_064077600.1	NP_000001.3	A1BG	66.67	3.00	-	-
LOC135195272	XP_064077601.1	NP_000001.3	A1BG	42.86	6.00	-	-
LOC135195273	XP_064077602.1	NP_000005.2	A2MP1	50.00	2.00	-	-
LOC135195274	XP_064077603.1	NP_000014.2	AAK1	21.43	13.00	-	-
LOC135195275	XP_064077604.1	NP_000001.3	A1BG	31.25	5.00	-	-
LOC135195276	XP_064077605.1	NP_000001.3	A1BG	36.84	14.00	-	-
LOC135195278	XP_064077606.1	NP_000002.2	A2M	36.36	3.00	-	-
LOC135195279	XP_064077607.1	NP_000002.2	A2M	85.71	3.00	-	-
LOC135195280	XP_064077608.1	NP_000002.2	A2M	66.67	8.00	-	-
LOC135195249	XP_064077609.1	NP_000002.2	A2M	80.00	1.00	-	-
LOC135195277	XP_064077610.1	NP_001018081.3	AAAS	41.67	6.00	-	-
LOC135195281	XP_064077611.1	NP_000001.3	A1BG	40.00	4.00	-	-
LOC135195282	XP_064077612.1	NP_000014.2	AAK1	33.33	5.00	-	-
LOC135195284	XP_064077613.1	NP_000001.3	A1BG	28.95	6.00	-	-
LOC135195285	XP_064077614.1	NP_000001.3	A1BG	35.29	17.00	-	-
LOC135195286	XP_064077615.1	NP_000014.2	AAK1	25.93	21.00	-	-
LOC135195287	XP_064077616.1	NP_000014.2	AAK1	33.33	6.00	-	-
LOC135195289	XP_064077617.1	NP_000001.3	A1BG	34.62	9.00	-	-
LOC135195290	XP_064077618.1	NP_001018081.3	AAAS	40.00	8.00	-	-
LOC135195291	XP_064077619.1	NP_000014.2	AAK1	36.84	38.00	-	-
LOC135195288	XP_064077620.1	NP_000001.3	A1BG	28.12	5.00	-	-
LOC135195293	XP_064077622.1	NP_000014.2	AAK1	60.00	13.00	-	-
LOC135195294	XP_064077623.1	NP_000001.3	A1BG	28.57	6.00	-	-
LOC135195296	XP_064077625.1	NP_000002.2	A2M	45.45	12.00	-	-
LOC135195297	XP_064077626.1	NP_000001.3	A1BG	36.36	19.00	-	-
LOC135195298	XP_064077627.1	NP_000014.2	AAK1	31.37	21.00	-	-
LOC135195288	XP_064077628.1	NP_000001.3	A1BG	28.12	5.00	-	-
LOC135195299	XP_064077629.1	NP_000001.3	A1BG	55.56	8.00	-	-
LOC135195300	XP_064077630.1	NP_000014.2	AAK1	66.67	9.00	-	-
LOC135195301	XP_064077631.1	NP_000002.2	A2M	38.46	7.00	-	-
LOC135195303	XP_064077633.1	NP_000014.2	AAK1	58.33	11.00	-	-
LOC135195288	XP_064077634.1	NP_000001.3	A1BG	28.12	5.00	-	-
LOC135195304	XP_064077635.1	NP_000001.3	A1BG	35.00	6.00	-	-
LOC135195305	XP_064077636.1	NP_000001.3	A1BG	50.00	9.00	-	-
LOC135195306	XP_064077637.1	NP_000014.2	AAK1	31.82	2.00	-	-
LOC135195288	XP_064077638.1	NP_000001.3	A1BG	28.12	5.00	-	-
LOC135195307	XP_064077639.1	NP_000001.3	A1BG	66.67	1.00	-	-
LOC135195308	XP_064077640.1	NP_001018081.3	AAAS	23.08	14.00	-	-
LOC135195309	XP_064077641.1	NP_000014.2	AAK1	28.57	4.00	-	-
LOC135195310	XP_064077642.1	NP_000005.2	A2MP1	66.67	10.00	-	-
LOC135195312	XP_064077643.1	NP_001018081.3	AAAS	44.44	8.00	-	-
LOC135195311	XP_064077644.1	NP_000001.3	A1BG	37.50	13.00	-	-
LOC135195313	XP_064077645.1	NP_000001.3	A1BG	40.00	8.00	-	-
LOC135195314	XP_064077646.1	NP_001018081.3	AAAS	30.77	12.00	-	-
LOC135195315	XP_064077647.1	NP_001018081.3	AAAS	37.50	14.00	-	-
LOC135195317	XP_064077649.1	NP_000002.2	A2M	33.33	4.00	-	-
LOC135195311	XP_064077650.1	NP_000001.3	A1BG	37.50	13.00	-	-
LOC135195318	XP_064077651.1	NP_000005.2	A2MP1	60.00	3.00	-	-
LOC135195319	XP_064077652.1	NP_000014.2	AAK1	28.57	14.00	-	-
LOC135195321	XP_064077654.1	NP_000002.2	A2M	45.45	2.00	-	-
LOC135195323	XP_064077655.1	NP_000001.3	A1BG	41.18	13.00	-	-
LOC135195324	XP_064077656.1	NP_000005.2	A2MP1	28.57	6.00	-	-
LOC135195322	XP_064077657.1	NP_001018081.3	AAAS	22.22	18.00	-	-
LOC135195326	XP_064077658.1	NP_000001.3	A1BG	45.00	9.00	-	-
LOC135195327	XP_064077659.1	NP_001018081.3	AAAS	46.15	6.00	-	-
LOC135195329	XP_064077660.1	NP_000014.2	AAK1	42.86	5.00	-	-
LOC135195332	XP_064077661.1	NP_001018081.3	AAAS	25.71	15.00	-	-
LOC135195334	XP_064077662.1	NP_001018081.3	AAAS	41.67	4.00	-	-
LOC135195335	XP_064077663.1	NP_000001.3	A1BG	66.67	1.00	-	-
LOC135195336	XP_064077664.1	NP_001018081.3	AAAS	58.33	3.00	-	-
LOC135195333	XP_064077665.1	NP_000001.3	A1BG	44.44	5.00	-	-
LOC135195340	XP_064077668.1	NP_000002.2	A2M	30.77	8.00	-	-
LOC135195341	XP_064077669.1	NP_001018081.3	AAAS	55.56	5.00	-	-
LOC135195333	XP_064077670.1	NP_000001.3	A1BG	44.44	7.00	-	-
LOC135195342	XP_064077671.1	NP_000001.3	A1BG	50.00	6.00	-	-
LOC135195343	XP_064077672.1	NP_000002.2	A2M	50.00	6.00	-	-
LOC135195345	XP_064077674.1	NP_000002.2	A2M	50.00	4.00	-	-
LOC135195347	XP_064077675.1	NP_000002.2	A2M	25.81	4.00	-	-
LOC135195349	XP_064077677.1	NP_000001.3	A1BG	26.32	3.00	-	-
LOC135195346	XP_064077678.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135195350	XP_064077679.1	NP_000002.2	A2M	40.74	13.00	-	-
LOC135195351	XP_064077680.1	NP_000014.2	AAK1	33.33	8.00	-	-
LOC135195352	XP_064077681.1	NP_000005.2	A2MP1	40.00	4.00	-	-
LOC135195353	XP_064077682.1	NP_000001.3	A1BG	28.30	6.00	-	-
LOC135195346	XP_064077683.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135195354	XP_064077684.1	NP_000014.2	AAK1	66.67	4.00	-	-
LOC135195355	XP_064077685.1	NP_001018081.3	AAAS	40.00	18.00	-	-
LOC135195357	XP_064077687.1	NP_001018081.3	AAAS	100.00	1.00	-	-
LOC135195358	XP_064077688.1	NP_000014.2	AAK1	54.55	7.00	-	-
LOC135195359	XP_064077689.1	NP_000001.3	A1BG	34.48	25.00	-	-
LOC135195360	XP_064077690.1	NP_000005.2	A2MP1	55.56	3.00	-	-
LOC135195346	XP_064077691.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135195363	XP_064077693.1	NP_000014.2	AAK1	32.79	72.00	-	-
LOC135195337	XP_064077694.1	NP_000001.3	A1BG	54.55	11.00	-	-
LOC135195364	XP_064077695.1	NP_000014.2	AAK1	66.67	2.00	-	-
LOC135195366	XP_064077696.1	NP_000005.2	A2MP1	66.67	2.00	-	-
LOC135195346	XP_064077697.1	NP_000001.3	A1BG	33.33	2.00	-	-
LOC135195367	XP_064077698.1	NP_000005.2	A2MP1	28.00	15.00	-	-
LOC135195368	XP_064077699.1	NP_001018081.3	AAAS	27.59	11.00	-	-
LOC135195369	XP_064077700.1	NP_000014.2	AAK1	33.33	5.00	-	-
LOC135195370	XP_064077701.1	NP_001018081.3	AAAS	57.14	2.00	-	-
LOC135195375	XP_064077704.1	NP_000001.3	A1BG	30.56	15.00	-	-
LOC135195376	XP_064077705.1	NP_000014.2	AAK1	35.71	9.00	-	-
LOC135195374	XP_064077706.1	NP_000001.3	A1BG	42.10	19.00	-	-
LOC135195377	XP_064077707.1	NP_001018081.3	AAAS	36.36	2.00	-	-
LOC135195378	XP_064077708.1	NP_000014.2	AAK1	37.50	4.00	-	-
LOC135195379	XP_064077709.1	NP_000014.2	AAK1	22.22	7.00	-	-
LOC135195384	XP_064077710.1	NP_001018081.3	AAAS	35.71	9.00	-	-
LOC135195385	XP_064077711.1	NP_001018081.3	AAAS	22.73	7.00	-	-
LOC135195383	XP_064077712.1	NP_000001.3	A1BG	50.00	2.00	-	-
LOC135195386	XP_064077713.1	NP_000002.2	A2M	30.43	5.00	-	-
LOC135195387	XP_064077714.1	NP_001018081.3	AAAS	40.00	5.00	-	-
LOC135195388	XP_064077715.1	NP_000001.3	A1BG	33.33	6.00	-	-
LOC135195389	XP_064077716.1	NP_000001.3	A1BG	71.43	23.00	-	-
LOC135195390	XP_064077717.1	NP_000001.3	A1BG	36.84	15.00	-	-
LOC135195391	XP_064077718.1	NP_000001.3	A1BG	29.41	26.00	-	-
LOC135195392	XP_064077719.1	NP_000014.2	AAK1	32.50	4.00	-	-
LOC135195394	XP_064077720.1	NP_000014.2	AAK1	45.45	13.00	-	-
LOC135195395	XP_064077721.1	NP_000005.2	A2MP1	33.33	10.00	-	-
LOC135195396	XP_064077722.1	NP_000005.2	A2MP1	57.14	4.00	-	-
LOC135195393	XP_064077723.1	NP_001018081.3	AAAS	54.55	10.00	-	-
LOC135195397	XP_064077724.1	NP_000001.3	A1BG	33.33	10.00	-	-
LOC135195398	XP_064077725.1	NP_000002.2	A2M	36.36	10.00	-	-
LOC135195400	XP_064077726.1	NP_000001.3	A1BG	53.85	12.00	-	-
LOC135195402	XP_064077728.1	NP_000002.2	A2M	36.00	5.00	-	-
LOC135195405	XP_064077729.1	NP_000005.2	A2MP1	36.84	10.00	-	-
LOC135195403	XP_064077730.1	NP_000014.2	AAK1	62.50	24.00	-	-
LOC135195408	XP_064077731.1	NP_001018081.3	AAAS	35.29	3.00	-	-
LOC135195409	XP_064077732.1	NP_000005.2	A2MP1	30.43	20.00	-	-
LOC135195416	XP_064077736.1	NP_000014.2	AAK1	22.97	13.00	-	-
LOC135195417	XP_064077737.1	NP_000001.3	A1BG	38.46	7.00	-	-
LOC135195418	XP_064077738.1	NP_000014.2	AAK1	42.10	10.00	-	-
LOC135195414	XP_064077739.1	NP_000001.3	A1BG	45.45	20.00	-	-
LOC135195423	XP_064077740.1	NP_000005.2	A2MP1	40.00	3.00	-	-
LOC135195426	XP_064077741.1	NP_000014.2	AAK1	57.14	7.00	-	-
LOC135195414	XP_064077742.1	NP_000001.3	A1BG	45.45	22.00	-	-
LOC135195427	XP_064077743.1	NP_000001.3	A1BG	60.00	8.00	-	-
LOC135195428	XP_064077744.1	NP_001018081.3	AAAS	35.71	17.00	-	-
LOC135195433	XP_064077747.1	NP_000002.2	A2M	57.14	2.00	-	-
LOC135195073	XP_064077748.1	NP_000001.3	A1BG	37.50	7.00	-	-
LOC135195337	XP_064077749.1	NP_000001.3	A1BG	54.55	12.00	-	-
LOC135195436	XP_064077750.1	NP_001018081.3	AAAS	38.46	4.00	-	-
LOC135195437	XP_064077751.1	NP_000001.3	A1BG	35.00	3.00	-	-
LOC135195441	XP_064077752.1	NP_001018081.3	AAAS	27.78	10.00	-	-
LOC135195444	XP_064077753.1	NP_000005.2	A2MP1	83.33	11.00	-	-
LOC135195445	XP_064077754.1	NP_000002.2	A2M	80.00	15.00	-	-
LOC135195449	XP_064077755.1	NP_000014.2	AAK1	20.00	17.00	-	-
LOC135195449	XP_064077756.1	NP_000014.2	AAK1	20.00	17.00	-	-
LOC135195449	XP_064077757.1	NP_000014.2	AAK1	20.00	17.00	-	-
LOC135195449	XP_064077758.1	NP_000014.2	AAK1	20.00	17.00	-	-
LOC135195450	XP_064077759.1	NP_000002.2	A2M	32.14	11.00	-	-
LOC135195452	XP_064077760.1	NP_000014.2	AAK1	29.41	28.00	-	-
LOC135195460	XP_064077761.1	NP_000014.2	AAK1	33.33	18.00	-	-
LOC135195461	XP_064077762.1	NP_000001.3	A1BG	30.77	15.00	-	-
LOC135195462	XP_064077763.1	NP_000001.3	A1BG	100.00	14.00	-	-
LOC135195459	XP_064077764.1	NP_000001.3	A1BG	80.00	7.00	-	-
LOC135195476	XP_064077765.1	NP_000001.3	A1BG	62.50	1.00	-	-
LOC135195472	XP_064077766.1	NP_000002.2	A2M	28.00	11.00	-	-
LOC135195478	XP_064077767.1	NP_000014.2	AAK1	22.22	6.00	-	-
LOC135195482	XP_064077768.1	NP_001018081.3	AAAS	30.00	9.00	-	-
LOC135195487	XP_064077769.1	NP_000014.2	AAK1	50.00	9.00	-	-
LOC135195488	XP_064077770.1	NP_000001.3	A1BG	30.77	3.00	-	-
LOC135195489	XP_064077771.1	NP_000001.3	A1BG	36.36	3.00	-	-
LOC135195486	XP_064077772.1	NP_001018081.3	AAAS	39.39	16.00	-	-
LOC135195490	XP_064077773.1	NP_000014.2	AAK1	66.67	11.00	-	-
LOC135195490	XP_064077774.1	NP_000014.2	AAK1	66.67	12.00	-	-
LOC135195490	XP_064077775.1	NP_000014.2	AAK1	38.46	9.00	-	-
LOC135195492	XP_064077777.1	NP_000001.3	A1BG	42.86	1.00	-	-
LOC135195492	XP_064077778.1	NP_000001.3	A1BG	42.86	1.00	-	-
LOC135195492	XP_064077779.1	NP_000001.3	A1BG	42.86	1.00	-	-
LOC135195493	XP_064077780.1	NP_000005.2	A2MP1	22.73	3.00	-	-
LOC135195495	XP_064077781.1	NP_000002.2	A2M	50.00	2.00	-	-
LOC135195495	XP_064077782.1	NP_000002.2	A2M	50.00	3.00	-	-
LOC135195496	XP_064077783.1	NP_000002.2	A2M	28.30	13.00	-	-
LOC135195496	XP_064077784.1	NP_000002.2	A2M	28.30	13.00	-	-
LOC135195494	XP_064077785.1	NP_001018081.3	AAAS	29.63	18.00	-	-
LOC135195496	XP_064077786.1	NP_000002.2	A2M	28.30	13.00	-	-
LOC135195497	XP_064077787.1	NP_000005.2	A2MP1	30.43	14.00	-	-
LOC135195498	XP_064077788.1	NP_000001.3	A1BG	35.71	7.00	-	-
LOC135195498	XP_064077789.1	NP_000001.3	A1BG	35.71	7.00	-	-
LOC135195498	XP_064077790.1	NP_000001.3	A1BG	35.71	7.00	-	-
LOC135195498	XP_064077791.1	NP_000001.3	A1BG	35.71	7.00	-	-
LOC135195499	XP_064077792.1	NP_000001.3	A1BG	35.71	7.00	-	-
LOC135195500	XP_064077793.1	NP_000014.2	AAK1	46.15	11.00	-	-
LOC135195502	XP_064077794.1	NP_000001.3	A1BG	25.93	15.00	-	-
LOC135195503	XP_064077795.1	NP_000014.2	AAK1	38.46	2.00	-	-
LOC135195503	XP_064077796.1	NP_000014.2	AAK1	38.46	2.00	-	-
LOC135195503	XP_064077797.1	NP_000014.2	AAK1	38.46	2.00	-	-
LOC135195501	XP_064077798.1	NP_000005.2	A2MP1	33.33	6.00	-	-
LOC135195504	XP_064077799.1	NP_000001.3	A1BG	35.29	11.00	-	-
LOC135195505	XP_064077800.1	NP_000005.2	A2MP1	66.67	1.00	-	-
LOC135195506	XP_064077801.1	NP_000014.2	AAK1	27.91	8.00	-	-
LOC135195337	XP_064077802.1	NP_000001.3	A1BG	54.55	12.00	-	-
LOC135195506	XP_064077803.1	NP_000014.2	AAK1	27.91	9.00	-	-
LOC135195506	XP_064077804.1	NP_000014.2	AAK1	27.91	9.00	-	-
LOC135195506	XP_064077805.1	NP_000014.2	AAK1	50.00	4.00	-	-
LOC135195507	XP_064077806.1	NP_000001.3	A1BG	26.79	16.00	-	-
LOC135195508	XP_064077807.1	NP_000001.3	A1BG	26.79	7.00	-	-
LOC135195510	XP_064077808.1	NP_001018081.3	AAAS	80.00	2.00	-	-
LOC135195510	XP_064077809.1	NP_001018081.3	AAAS	80.00	2.00	-	-
LOC135195510	XP_064077810.1	NP_001018081.3	AAAS	80.00	2.00	-	-
LOC135195511	XP_064077811.1	NP_000005.2	A2MP1	60.00	2.00	-	-
LOC135195512	XP_064077812.1	NP_000014.2	AAK1	44.44	6.00	-	-
LOC135195512	XP_064077813.1	NP_000014.2	AAK1	44.44	6.00	-	-
LOC135195512	XP_064077814.1	NP_000014.2	AAK1	44.44	6.00	-	-
LOC135195512	XP_064077815.1	NP_000014.2	AAK1	44.44	6.00	-	-
LOC135195512	XP_064077816.1	NP_000014.2	AAK1	44.44	4.00	-	-
LOC135195513	XP_064077817.1	NP_000002.2	A2M	40.00	5.00	-	-
LOC135195513	XP_064077818.1	NP_000002.2	A2M	40.00	6.00	-	-
LOC135195514	XP_064077819.1	NP_000014.2	AAK1	75.00	2.00	-	-
