gene_id	protein_id	product	transcript_id
LOC135218727	XP_064111247.1	uncharacterized protein LOC135218727	XM_064255177.1
LOC135218728	XP_064111248.1	paramyosin-like	XM_064255178.1
LOC135218729	XP_064111249.1	uncharacterized protein LOC135218729	XM_064255179.1
LOC135218730	XP_064111250.1	uncharacterized protein LOC135218730	XM_064255180.1
LOC135220114	XP_064113496.1	carbohydrate sulfotransferase 1-like	XM_064257426.1
LOC135219207	XP_064111838.1	uncharacterized protein LOC135219207	XM_064255768.1
LOC135219208	XP_064111842.1	uncharacterized protein LOC135219208 isoform X1	XM_064255772.1
LOC135219208	XP_064111839.1	uncharacterized protein LOC135219208 isoform X1	XM_064255769.1
LOC135219208	XP_064111843.1	uncharacterized protein LOC135219208 isoform X2	XM_064255773.1
LOC135219208	XP_064111840.1	uncharacterized protein LOC135219208 isoform X1	XM_064255770.1
LOC135219208	XP_064111841.1	uncharacterized protein LOC135219208 isoform X1	XM_064255771.1
LOC135219210	XP_064111847.1	protein Smaug homolog 2-like isoform X4	XM_064255777.1
LOC135219210	XP_064111846.1	protein Smaug homolog 2-like isoform X3	XM_064255776.1
LOC135219210	XP_064111844.1	protein Smaug homolog 2-like isoform X1	XM_064255774.1
LOC135219210	XP_064111850.1	protein Smaug homolog 2-like isoform X5	XM_064255780.1
LOC135219210	XP_064111845.1	protein Smaug homolog 2-like isoform X2	XM_064255775.1
LOC135219210	XP_064111848.1	protein Smaug homolog 2-like isoform X4	XM_064255778.1
LOC135219210	XP_064111851.1	protein Smaug homolog 2-like isoform X6	XM_064255781.1
LOC135219210	XP_064111852.1	protein Smaug homolog 2-like isoform X7	XM_064255782.1
LOC135219211	XP_064111853.1	uncharacterized protein LOC135219211	XM_064255783.1
LOC135219214	XP_064111854.1	arrestin homolog	XM_064255784.1
LOC135219215	XP_064111855.1	arrestin homolog	XM_064255785.1
LOC135220115	XP_064113497.1	arrestin homolog	XM_064257427.1
LOC135219217	XP_064111856.1	LOW QUALITY PROTEIN: cell adhesion molecule Dscam2-like	XM_064255786.1
LOC135219219	XP_064111868.1	dystrobrevin beta-like isoform X7	XM_064255798.1
LOC135219219	XP_064111867.1	dystrobrevin beta-like isoform X7	XM_064255797.1
LOC135219219	XP_064111863.1	dystrobrevin beta-like isoform X3	XM_064255793.1
LOC135219219	XP_064111869.1	dystrobrevin beta-like isoform X8	XM_064255799.1
LOC135219219	XP_064111862.1	dystrobrevin beta-like isoform X2	XM_064255792.1
LOC135219219	XP_064111861.1	dystrobrevin beta-like isoform X1	XM_064255791.1
LOC135219219	XP_064111859.1	dystrobrevin beta-like isoform X1	XM_064255789.1
LOC135219219	XP_064111866.1	dystrobrevin beta-like isoform X6	XM_064255796.1
LOC135219219	XP_064111865.1	dystrobrevin beta-like isoform X5	XM_064255795.1
LOC135219219	XP_064111864.1	dystrobrevin beta-like isoform X4	XM_064255794.1
LOC135219218	XP_064111857.1	uncharacterized protein LOC135219218	XM_064255787.1
LOC135219218	XP_064111858.1	uncharacterized protein LOC135219218	XM_064255788.1
LOC135219221	XP_064111872.1	carotenoid isomerooxygenase-like isoform X2	XM_064255802.1
LOC135219221	XP_064111871.1	carotenoid isomerooxygenase-like isoform X1	XM_064255801.1
LOC135219221	XP_064111870.1	carotenoid isomerooxygenase-like isoform X1	XM_064255800.1
LOC135219222	XP_064111876.1	uncharacterized protein LOC135219222	XM_064255806.1
LOC135219222	XP_064111877.1	uncharacterized protein LOC135219222	XM_064255807.1
LOC135219222	XP_064111875.1	uncharacterized protein LOC135219222	XM_064255805.1
LOC135219222	XP_064111873.1	uncharacterized protein LOC135219222	XM_064255803.1
LOC135219223	XP_064111878.1	fanconi-associated nuclease 1-like	XM_064255808.1
LOC135219224	XP_064111879.1	dnaJ homolog subfamily C member 17-like	XM_064255809.1
LOC135220038	XP_064113439.1	uncharacterized protein LOC135220038	XM_064257369.1
LOC135218731	XP_064111251.1	uncharacterized protein LOC135218731	XM_064255181.1
LOC135218732	XP_064111252.1	uncharacterized protein LOC135218732	XM_064255182.1
LOC135218734	XP_064111253.1	trichohyalin-like	XM_064255183.1
LOC135219225	XP_064111880.1	uncharacterized protein LOC135219225	XM_064255810.1
LOC135219226	XP_064111881.1	uncharacterized protein LOC135219226	XM_064255811.1
LOC135218735	XP_064111254.1	uncharacterized protein LOC135218735	XM_064255184.1
LOC135219227	XP_064111882.1	tubulin beta chain-like	XM_064255812.1
LOC135218736	XP_064111255.1	uncharacterized protein LOC135218736	XM_064255185.1
LOC135219229	XP_064111884.1	dehydrogenase/reductase SDR family member 6-like isoform X2	XM_064255814.1
LOC135219229	XP_064111883.1	dehydrogenase/reductase SDR family member 6-like isoform X1	XM_064255813.1
LOC135219230	XP_064111888.1	FACT complex subunit spt16-like isoform X3	XM_064255818.1
LOC135219230	XP_064111889.1	FACT complex subunit spt16-like isoform X4	XM_064255819.1
LOC135219230	XP_064111891.1	FACT complex subunit spt16-like isoform X6	XM_064255821.1
LOC135219230	XP_064111890.1	FACT complex subunit spt16-like isoform X5	XM_064255820.1
LOC135219230	XP_064111885.1	FACT complex subunit spt16-like isoform X1	XM_064255815.1
LOC135219230	XP_064111886.1	FACT complex subunit spt16-like isoform X2	XM_064255816.1
LOC135219230	XP_064111892.1	FACT complex subunit spt16-like isoform X7	XM_064255822.1
LOC135219230	XP_064111893.1	FACT complex subunit spt16-like isoform X8	XM_064255823.1
LOC135219231	XP_064111894.1	protein C12orf4 homolog	XM_064255824.1
LOC135220039	XP_064113440.1	uncharacterized protein LOC135220039	XM_064257370.1
LOC135219232	XP_064111895.1	vacuolar fusion protein MON1 homolog	XM_064255825.1
LOC135219233	XP_064111896.1	exportin-6-like	XM_064255826.1
LOC135219235	XP_064111897.1	transcription elongation factor SPT6-like	XM_064255827.1
LOC135219236	XP_064111898.1	transcription elongation factor SPT6-like	XM_064255828.1
LOC135219237	XP_064111899.1	leucine--tRNA ligase, cytoplasmic-like	XM_064255829.1
LOC135219238	XP_064111904.1	RING finger protein 207-like isoform X4	XM_064255834.1
LOC135219238	XP_064111903.1	RING finger protein 207-like isoform X3	XM_064255833.1
LOC135219238	XP_064111902.1	RING finger protein 207-like isoform X2	XM_064255832.1
LOC135219238	XP_064111901.1	RING finger protein 207-like isoform X1	XM_064255831.1
LOC135218737	XP_064111257.1	shootin-1-like	XM_064255187.1
LOC135218738	XP_064111258.1	uncharacterized protein LOC135218738	XM_064255188.1
LOC135219239	XP_064111905.1	uncharacterized protein LOC135219239	XM_064255835.1
LOC135219241	XP_064111907.1	serine hydrolase-like protein	XM_064255837.1
LOC135219241	XP_064111908.1	serine hydrolase-like protein	XM_064255838.1
LOC135219243	XP_064111909.1	serine hydrolase-like protein	XM_064255839.1
LOC135219240	XP_064111906.1	serine hydrolase-like protein	XM_064255836.1
LOC135219244	XP_064111910.1	probable serine hydrolase	XM_064255840.1
LOC135219244	XP_064111911.1	probable serine hydrolase	XM_064255841.1
LOC135219247	XP_064111914.1	transmembrane protein 60-like	XM_064255844.1
LOC135219246	XP_064111913.1	F-box/LRR-repeat protein 12-like	XM_064255843.1
LOC135220129	XP_064113499.1	carbohydrate sulfotransferase 11-like	XM_064257429.1
LOC135218739	XP_064111259.1	uncharacterized protein LOC135218739	XM_064255189.1
LOC135218740	XP_064111260.1	interaptin-like	XM_064255190.1
LOC135219248	XP_064111923.1	uncharacterized protein LOC135219248 isoform X6	XM_064255853.1
LOC135219248	XP_064111925.1	uncharacterized protein LOC135219248 isoform X6	XM_064255855.1
LOC135219248	XP_064111922.1	uncharacterized protein LOC135219248 isoform X6	XM_064255852.1
LOC135219248	XP_064111918.1	uncharacterized protein LOC135219248 isoform X4	XM_064255848.1
LOC135219248	XP_064111920.1	uncharacterized protein LOC135219248 isoform X5	XM_064255850.1
LOC135219248	XP_064111919.1	uncharacterized protein LOC135219248 isoform X4	XM_064255849.1
LOC135219248	XP_064111929.1	uncharacterized protein LOC135219248 isoform X4	XM_064255859.1
LOC135219248	XP_064111924.1	uncharacterized protein LOC135219248 isoform X6	XM_064255854.1
LOC135219248	XP_064111915.1	uncharacterized protein LOC135219248 isoform X1	XM_064255845.1
LOC135219248	XP_064111917.1	uncharacterized protein LOC135219248 isoform X3	XM_064255847.1
LOC135219248	XP_064111928.1	uncharacterized protein LOC135219248 isoform X4	XM_064255858.1
LOC135219248	XP_064111921.1	uncharacterized protein LOC135219248 isoform X6	XM_064255851.1
LOC135219248	XP_064111916.1	uncharacterized protein LOC135219248 isoform X2	XM_064255846.1
LOC135219248	XP_064111927.1	uncharacterized protein LOC135219248 isoform X6	XM_064255857.1
LOC135219251	XP_064111933.1	uncharacterized protein LOC135219251 isoform X3	XM_064255863.1
LOC135219251	XP_064111930.1	uncharacterized protein LOC135219251 isoform X1	XM_064255860.1
LOC135219251	XP_064111932.1	uncharacterized protein LOC135219251 isoform X3	XM_064255862.1
LOC135219251	XP_064111934.1	uncharacterized protein LOC135219251 isoform X3	XM_064255864.1
LOC135219251	XP_064111931.1	uncharacterized protein LOC135219251 isoform X2	XM_064255861.1
LOC135219252	XP_064111935.1	uncharacterized protein LOC135219252	XM_064255865.1
LOC135219252	XP_064111936.1	uncharacterized protein LOC135219252	XM_064255866.1
LOC135218741	XP_064111261.1	uncharacterized protein LOC135218741	XM_064255191.1
LOC135219253	XP_064111937.1	uncharacterized protein LOC135219253	XM_064255867.1
LOC135218743	XP_064111262.1	uncharacterized protein LOC135218743	XM_064255192.1
LOC135219254	XP_064111938.1	uncharacterized protein LOC135219254	XM_064255868.1
LOC135219254	XP_064111939.1	uncharacterized protein LOC135219254	XM_064255869.1
LOC135219255	XP_064111941.1	uncharacterized methyltransferase Sca_1399-like	XM_064255871.1
LOC135219255	XP_064111940.1	uncharacterized methyltransferase Sca_1399-like	XM_064255870.1
LOC135218744	XP_064111263.1	girdin-like	XM_064255193.1
LOC135218745	XP_064111264.1	uncharacterized protein LOC135218745	XM_064255194.1
LOC135219256	XP_064111949.1	alpha-catulin-like isoform X6	XM_064255879.1
LOC135219256	XP_064111948.1	alpha-catulin-like isoform X5	XM_064255878.1
LOC135219256	XP_064111950.1	alpha-catulin-like isoform X7	XM_064255880.1
LOC135219256	XP_064111945.1	alpha-catulin-like isoform X3	XM_064255875.1
LOC135219256	XP_064111947.1	alpha-catulin-like isoform X1	XM_064255877.1
LOC135219256	XP_064111944.1	alpha-catulin-like isoform X2	XM_064255874.1
LOC135219256	XP_064111942.1	alpha-catulin-like isoform X1	XM_064255872.1
LOC135219256	XP_064111943.1	alpha-catulin-like isoform X1	XM_064255873.1
LOC135219256	XP_064111946.1	alpha-catulin-like isoform X4	XM_064255876.1
LOC135218746	XP_064111266.1	protein AF-9-like	XM_064255196.1
LOC135219258	XP_064111951.1	ADAMTS-like protein 4	XM_064255881.1
LOC135219258	XP_064111954.1	ADAMTS-like protein 4	XM_064255884.1
LOC135219258	XP_064111952.1	ADAMTS-like protein 4	XM_064255882.1
LOC135218747	XP_064111267.1	G8 domain-containing protein DDB_G0286311-like	XM_064255197.1
LOC135219259	XP_064111955.1	pro-resilin-like isoform X1	XM_064255885.1
LOC135219259	XP_064111956.1	pro-resilin-like isoform X2	XM_064255886.1
LOC135218748	XP_064111268.1	cuticle protein 18.6-like	XM_064255198.1
LOC135219270	XP_064111969.1	pro-resilin-like	XM_064255899.1
LOC135219276	XP_064111976.1	pro-resilin-like	XM_064255906.1
LOC135219280	XP_064111981.1	pro-resilin-like	XM_064255911.1
LOC135219272	XP_064111971.1	pro-resilin-like	XM_064255901.1
LOC135219273	XP_064111972.1	cuticle protein 7-like isoform X1	XM_064255902.1
LOC135219273	XP_064111973.1	cuticle protein 7-like isoform X2	XM_064255903.1
LOC135219274	XP_064111974.1	cuticle protein 7-like isoform X1	XM_064255904.1
LOC135219274	XP_064111975.1	cuticle protein 7-like isoform X2	XM_064255905.1
LOC135218749	XP_064111269.1	cuticle protein 8-like	XM_064255199.1
LOC135219277	XP_064111977.1	pro-resilin-like	XM_064255907.1
LOC135219279	XP_064111980.1	pro-resilin-like	XM_064255910.1
LOC135219278	XP_064111979.1	pro-resilin-like	XM_064255909.1
LOC135219281	XP_064111982.1	pro-resilin-like	XM_064255912.1
LOC135218750	XP_064111270.1	uncharacterized protein LOC135218750	XM_064255200.1
LOC135219266	XP_064111964.1	pro-resilin-like	XM_064255894.1
LOC135219262	XP_064111961.1	pro-resilin-like	XM_064255891.1
LOC135219264	XP_064111962.1	pro-resilin-like	XM_064255892.1
LOC135219261	XP_064111960.1	pro-resilin-like	XM_064255890.1
LOC135219260	XP_064111959.1	pro-resilin-like isoform X3	XM_064255889.1
LOC135219260	XP_064111958.1	pro-resilin-like isoform X2	XM_064255888.1
LOC135219260	XP_064111957.1	uncharacterized protein LOC135219260 isoform X1	XM_064255887.1
LOC135219265	XP_064111963.1	pro-resilin-like	XM_064255893.1
LOC135219268	XP_064111967.1	cuticle protein 19.8-like	XM_064255897.1
LOC135219282	XP_064111983.1	cuticle protein 19.8-like	XM_064255913.1
LOC135219267	XP_064111966.1	pro-resilin-like	XM_064255896.1
LOC135219269	XP_064111968.1	cuticle protein 19.8-like	XM_064255898.1
LOC135220135	XP_064113500.1	cuticle protein 19.8-like	XM_064257430.1
LOC135220136	XP_064113501.1	pro-resilin-like isoform X1	XM_064257431.1
LOC135220136	XP_064113502.1	pro-resilin-like isoform X2	XM_064257432.1
LOC135220137	XP_064113503.1	pro-resilin-like	XM_064257433.1
LOC135219283	XP_064111984.1	pro-resilin-like	XM_064255914.1
LOC135219284	XP_064111985.1	pro-resilin-like	XM_064255915.1
LOC135219286	XP_064111986.1	corticotropin-releasing factor receptor 1-like	XM_064255916.1
LOC135220140	XP_064113504.1	uncharacterized protein LOC135220140	XM_064257434.1
LOC135218751	XP_064111271.1	uncharacterized protein LOC135218751	XM_064255201.1
LOC135218753	XP_064111273.1	uncharacterized protein LOC135218753	XM_064255203.1
LOC135218754	XP_064111274.1	serine-aspartate repeat-containing protein I-like	XM_064255204.1
LOC135218756	XP_064111276.1	zinc finger protein 239-like	XM_064255206.1
LOC135219287	XP_064111987.1	myogenesis-regulating glycosidase-like isoform X1	XM_064255917.1
LOC135219287	XP_064111989.1	myogenesis-regulating glycosidase-like isoform X2	XM_064255919.1
LOC135219287	XP_064111988.1	myogenesis-regulating glycosidase-like isoform X1	XM_064255918.1
LOC135218757	XP_064111277.1	uncharacterized protein LOC135218757	XM_064255207.1
LOC135218758	XP_064111279.1	uncharacterized protein LOC135218758	XM_064255209.1
LOC135218759	XP_064111280.1	uncharacterized protein LOC135218759	XM_064255210.1
LOC135219288	XP_064111991.1	uncharacterized protein LOC135219288	XM_064255921.1
LOC135219288	XP_064111992.1	uncharacterized protein LOC135219288	XM_064255922.1
LOC135219288	XP_064111993.1	uncharacterized protein LOC135219288	XM_064255923.1
LOC135219288	XP_064111994.1	uncharacterized protein LOC135219288	XM_064255924.1
LOC135219289	XP_064112000.1	nuclear receptor coactivator 2-like isoform X5	XM_064255930.1
LOC135219289	XP_064111996.1	nuclear receptor coactivator 2-like isoform X2	XM_064255926.1
LOC135219289	XP_064112003.1	nuclear receptor coactivator 2-like isoform X5	XM_064255933.1
LOC135219289	XP_064111997.1	nuclear receptor coactivator 2-like isoform X3	XM_064255927.1
LOC135219289	XP_064111999.1	nuclear receptor coactivator 2-like isoform X4	XM_064255929.1
LOC135219289	XP_064112001.1	nuclear receptor coactivator 2-like isoform X5	XM_064255931.1
LOC135219289	XP_064111998.1	nuclear receptor coactivator 2-like isoform X4	XM_064255928.1
LOC135219289	XP_064112006.1	nuclear receptor coactivator 2-like isoform X7	XM_064255936.1
LOC135219289	XP_064112002.1	nuclear receptor coactivator 2-like isoform X5	XM_064255932.1
LOC135219289	XP_064111995.1	nuclear receptor coactivator 2-like isoform X1	XM_064255925.1
LOC135219289	XP_064112009.1	nuclear receptor coactivator 2-like isoform X10	XM_064255939.1
LOC135219289	XP_064112007.1	nuclear receptor coactivator 2-like isoform X8	XM_064255937.1
LOC135219289	XP_064112004.1	nuclear receptor coactivator 2-like isoform X6	XM_064255934.1
LOC135219289	XP_064112008.1	trithorax group protein osa-like isoform X9	XM_064255938.1
LOC135218760	XP_064111281.1	uncharacterized protein LOC135218760	XM_064255211.1
LOC135219291	XP_064112010.1	uncharacterized protein LOC135219291	XM_064255940.1
LOC135218761	XP_064111282.1	tigger transposable element-derived protein 1-like	XM_064255212.1
LOC135219292	XP_064112011.1	uncharacterized protein LOC135219292	XM_064255941.1
LOC135219292	XP_064112012.1	uncharacterized protein LOC135219292	XM_064255942.1
LOC135218762	XP_064111283.1	uncharacterized protein LOC135218762	XM_064255213.1
LOC135219293	XP_064112013.1	zinc finger CCHC-type and RNA-binding motif-containing protein 1-like isoform X1	XM_064255943.1
LOC135219293	XP_064112014.1	zinc finger CCHC-type and RNA-binding motif-containing protein 1-like isoform X2	XM_064255944.1
LOC135220144	XP_064113506.1	uncharacterized protein LOC135220144	XM_064257436.1
LOC135218764	XP_064111284.1	golgin subfamily A member 6-like protein 25	XM_064255214.1
LOC135220146	XP_064113508.1	protein spaetzle-like	XM_064257438.1
LOC135218766	XP_064111285.1	collagen alpha-2(I) chain-like	XM_064255215.1
LOC135218767	XP_064111287.1	basic proline-rich protein-like	XM_064255217.1
LOC135220147	XP_064113509.1	neurotrophin 1-like	XM_064257439.1
LOC135220148	XP_064113510.1	neurotrophin 1-like	XM_064257440.1
LOC135220149	XP_064113511.1	adhesive plaque matrix protein-like	XM_064257441.1
LOC135220150	XP_064113512.1	uncharacterized protein LOC135220150	XM_064257442.1
LOC135220151	XP_064113513.1	neurotrophin 1-like	XM_064257443.1
LOC135220153	XP_064113514.1	neurotrophin 1-like	XM_064257444.1
LOC135220154	XP_064113515.1	neurotrophin 1-like	XM_064257445.1
LOC135220155	XP_064113516.1	neurotrophin 1-like	XM_064257446.1
LOC135220156	XP_064113518.1	neurotrophin 1-like	XM_064257448.1
LOC135220157	XP_064113519.1	uncharacterized protein LOC135220157	XM_064257449.1
LOC135220158	XP_064113520.1	protein spaetzle-like	XM_064257450.1
LOC135220159	XP_064113521.1	neurotrophin 1-like	XM_064257451.1
LOC135218768	XP_064111288.1	uncharacterized protein LOC135218768	XM_064255218.1
